t,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,
398000,0.731515,0.752593, 0.328567,0.268986, 0.741753,0.489542, 0.20241,0.16579, 0.919442,0.549931, 0.685736,0.947291, 0.656626,0.546924, 0.416123,0.78395, 0.498526,0.816365, 0.563327,0.978297, 0.894397,0.123954, 0.850512,0.417755, 0.168943,0.417608, 0.162251,0.417164, 0.417367,0.962888, 0.420098,0.49729, 0.24881,0.556652, 0.885354,0.884125, 0.184583,0.4996, 0.176056,0.716258, 0.197658,0.743549, 0.476596,0.895957, 0.771444,0.478705, 0.979101,0.897218, 0.982081,0.985272, 0.986128,0.216025, 0.32157,0.132815, 0.166432,0.546856, 0.133162,0.457647, 0.547144,0.496809, 1.47625,1.56552, 0.468731,0.84628, 
399000,0.731519,0.752593, 0.328568,0.268988, 0.741761,0.489541, 0.202411,0.165792, 0.919434,0.549932, 0.685741,0.947288, 0.656644,0.546914, 0.416121,0.783949, 0.498525,0.816366, 0.563328,0.978294, 0.894396,0.123957, 0.850499,0.417765, 0.16897,0.417614, 0.162198,0.417165, 0.417369,0.962883, 0.420099,0.497293, 0.24881,0.556657, 0.885346,0.884112, 0.184585,0.499605, 0.17612,0.716335, 0.197653,0.743539, 0.476597,0.895955, 0.771336,0.478747, 0.979073,0.897217, 0.98207,0.985258, 0.986127,0.216027, 0.32157,0.132817, 0.166436,0.54686, 0.133166,0.457651, 0.547149,0.496811, 1.47787,1.56739, 0.468732,0.846284, 
400000,0.731523,0.752594, 0.328569,0.26899, 0.741769,0.48954, 0.202412,0.165793, 0.919427,0.549932, 0.685746,0.947284, 0.656662,0.546903, 0.416119,0.783948, 0.498525,0.816367, 0.563329,0.978291, 0.894396,0.123959, 0.850487,0.417776, 0.168998,0.41762, 0.162145,0.417166, 0.41737,0.962879, 0.4201,0.497295, 0.248809,0.556663, 0.885337,0.884099, 0.184588,0.49961, 0.176183,0.716414, 0.197647,0.74353, 0.476597,0.895952, 0.771228,0.478789, 0.979045,0.897216, 0.98206,0.985245, 0.986125,0.21603, 0.321571,0.132819, 0.166441,0.546863, 0.133169,0.457655, 0.547154,0.496812, 1.47949,1.56926, 0.468733,0.846288, 
401000,0.731527,0.752594, 0.32857,0.268992, 0.741777,0.489539, 0.202413,0.165795, 0.91942,0.549932, 0.685751,0.947281, 0.656679,0.546893, 0.416117,0.783947, 0.498524,0.816367, 0.563329,0.978287, 0.894395,0.123962, 0.850474,0.417786, 0.169026,0.417626, 0.162093,0.417167, 0.417371,0.962875, 0.420101,0.497297, 0.248808,0.556668, 0.885328,0.884085, 0.18459,0.499615, 0.176247,0.716492, 0.197642,0.74352, 0.476597,0.89595, 0.771119,0.478831, 0.979017,0.897215, 0.98205,0.985232, 0.986123,0.216032, 0.321571,0.132821, 0.166445,0.546867, 0.133173,0.45766, 0.547159,0.496814, 1.48112,1.57112, 0.468733,0.846292, 
402000,0.731531,0.752595, 0.328571,0.268994, 0.741785,0.489539, 0.202414,0.165796, 0.919412,0.549933, 0.685756,0.947277, 0.656697,0.546883, 0.416115,0.783946, 0.498524,0.816368, 0.56333,0.978284, 0.894394,0.123965, 0.850462,0.417797, 0.169053,0.417632, 0.16204,0.417167, 0.417373,0.96287, 0.420103,0.497299, 0.248807,0.556674, 0.885319,0.884072, 0.184592,0.49962, 0.176312,0.716571, 0.197636,0.743511, 0.476597,0.895948, 0.771009,0.478873, 0.978989,0.897214, 0.98204,0.985219, 0.986122,0.216034, 0.321572,0.132822, 0.16645,0.54687, 0.133177,0.457664, 0.547164,0.496815, 1.48274,1.57299, 0.468734,0.846296, 
403000,0.731535,0.752595, 0.328572,0.268996, 0.741793,0.489538, 0.202415,0.165798, 0.919405,0.549933, 0.685761,0.947273, 0.656715,0.546873, 0.416113,0.783945, 0.498523,0.816369, 0.563331,0.978281, 0.894394,0.123967, 0.850449,0.417807, 0.169081,0.417638, 0.161987,0.417168, 0.417374,0.962866, 0.420104,0.497302, 0.248807,0.556679, 0.885311,0.884058, 0.184594,0.499624, 0.176377,0.71665, 0.197631,0.743501, 0.476598,0.895945, 0.770899,0.478916, 0.978961,0.897213, 0.98203,0.985205, 0.98612,0.216037, 0.321572,0.132824, 0.166454,0.546874, 0.13318,0.457669, 0.54717,0.496817, 1.48436,1.57486, 0.468735,0.8463, 
404000,0.731539,0.752596, 0.328573,0.268999, 0.741801,0.489537, 0.202416,0.165799, 0.919397,0.549933, 0.685766,0.94727, 0.656733,0.546863, 0.416111,0.783944, 0.498523,0.816369, 0.563332,0.978278, 0.894393,0.12397, 0.850437,0.417818, 0.169108,0.417644, 0.161934,0.417169, 0.417375,0.962862, 0.420105,0.497304, 0.248806,0.556685, 0.885302,0.884045, 0.184596,0.499629, 0.176442,0.71673, 0.197625,0.743492, 0.476598,0.895943, 0.770788,0.478958, 0.978933,0.897212, 0.982019,0.985192, 0.986118,0.216039, 0.321573,0.132826, 0.166458,0.546877, 0.133184,0.457673, 0.547175,0.496818, 1.48598,1.57673, 0.468736,0.846304, 
405000,0.731543,0.752596, 0.328574,0.269001, 0.741809,0.489536, 0.202417,0.165801, 0.91939,0.549934, 0.685771,0.947266, 0.656751,0.546853, 0.416109,0.783944, 0.498522,0.81637, 0.563333,0.978274, 0.894393,0.123972, 0.850424,0.417828, 0.169136,0.41765, 0.161881,0.41717, 0.417377,0.962857, 0.420107,0.497306, 0.248805,0.556691, 0.885293,0.884031, 0.184598,0.499634, 0.176507,0.71681, 0.19762,0.743482, 0.476598,0.89594, 0.770676,0.479001, 0.978904,0.897212, 0.982009,0.985178, 0.986117,0.216042, 0.321574,0.132828, 0.166463,0.546881, 0.133187,0.457677, 0.54718,0.49682, 1.48761,1.57859, 0.468737,0.846308, 
406000,0.731547,0.752597, 0.328575,0.269003, 0.741817,0.489535, 0.202418,0.165803, 0.919382,0.549934, 0.685776,0.947262, 0.656769,0.546842, 0.416107,0.783943, 0.498522,0.816371, 0.563334,0.978271, 0.894392,0.123975, 0.850411,0.417839, 0.169164,0.417657, 0.161829,0.41717, 0.417378,0.962853, 0.420108,0.497308, 0.248805,0.556696, 0.885284,0.884018, 0.184601,0.499639, 0.176572,0.71689, 0.197614,0.743473, 0.476598,0.895937, 0.770565,0.479044, 0.978876,0.897211, 0.981999,0.985165, 0.986115,0.216044, 0.321574,0.13283, 0.166467,0.546885, 0.133191,0.457682, 0.547185,0.496821, 1.48923,1.58046, 0.468738,0.846312, 
407000,0.731552,0.752597, 0.328576,0.269005, 0.741825,0.489534, 0.202419,0.165804, 0.919375,0.549934, 0.685781,0.947259, 0.656787,0.546832, 0.416105,0.783942, 0.498521,0.816372, 0.563335,0.978268, 0.894391,0.123977, 0.850399,0.41785, 0.169191,0.417663, 0.161776,0.417171, 0.41738,0.962848, 0.420109,0.497311, 0.248804,0.556702, 0.885276,0.884004, 0.184603,0.499644, 0.176638,0.716971, 0.197608,0.743463, 0.476599,0.895935, 0.770452,0.479088, 0.978847,0.89721, 0.981988,0.985151, 0.986113,0.216046, 0.321575,0.132832, 0.166472,0.546888, 0.133195,0.457686, 0.54719,0.496823, 1.49085,1.58233, 0.468739,0.846316, 
408000,0.731556,0.752598, 0.328577,0.269007, 0.741834,0.489533, 0.20242,0.165806, 0.919367,0.549935, 0.685786,0.947255, 0.656805,0.546822, 0.416103,0.783941, 0.498521,0.816372, 0.563336,0.978265, 0.894391,0.12398, 0.850386,0.41786, 0.169219,0.417669, 0.161723,0.417172, 0.417381,0.962844, 0.42011,0.497313, 0.248803,0.556708, 0.885267,0.883991, 0.184605,0.499649, 0.176704,0.717052, 0.197603,0.743453, 0.476599,0.895932, 0.770339,0.479131, 0.978819,0.897209, 0.981978,0.985138, 0.986112,0.216049, 0.321575,0.132834, 0.166476,0.546892, 0.133198,0.457691, 0.547195,0.496824, 1.49247,1.5842, 0.46874,0.84632, 
409000,0.73156,0.752598, 0.328578,0.269009, 0.741842,0.489532, 0.202421,0.165807, 0.919359,0.549935, 0.685791,0.947251, 0.656823,0.546811, 0.416101,0.78394, 0.498521,0.816373, 0.563336,0.978261, 0.89439,0.123983, 0.850373,0.417871, 0.169246,0.417675, 0.16167,0.417173, 0.417382,0.962839, 0.420112,0.497315, 0.248802,0.556713, 0.885258,0.883978, 0.184607,0.499654, 0.176771,0.717133, 0.197597,0.743444, 0.476599,0.89593, 0.770225,0.479175, 0.97879,0.897208, 0.981968,0.985124, 0.98611,0.216051, 0.321576,0.132835, 0.166481,0.546895, 0.133202,0.457695, 0.5472,0.496826, 1.4941,1.58606, 0.468741,0.846324, 
410000,0.731564,0.752599, 0.328579,0.269012, 0.74185,0.489532, 0.202422,0.165809, 0.919352,0.549935, 0.685796,0.947248, 0.656842,0.546801, 0.416099,0.783939, 0.49852,0.816374, 0.563337,0.978258, 0.894389,0.123985, 0.85036,0.417882, 0.169274,0.417681, 0.161618,0.417174, 0.417384,0.962835, 0.420113,0.497317, 0.248802,0.556719, 0.88525,0.883964, 0.184609,0.499658, 0.176838,0.717215, 0.197591,0.743434, 0.4766,0.895927, 0.770111,0.479219, 0.978762,0.897207, 0.981957,0.985111, 0.986108,0.216053, 0.321577,0.132837, 0.166485,0.546899, 0.133205,0.4577, 0.547206,0.496828, 1.49572,1.58793, 0.468742,0.846328, 
411000,0.731568,0.752599, 0.32858,0.269014, 0.741859,0.489531, 0.202423,0.165811, 0.919344,0.549936, 0.685801,0.947244, 0.65686,0.546791, 0.416097,0.783938, 0.49852,0.816374, 0.563338,0.978255, 0.894389,0.123988, 0.850348,0.417892, 0.169302,0.417687, 0.161565,0.417174, 0.417385,0.962831, 0.420114,0.49732, 0.248801,0.556725, 0.885241,0.883951, 0.184612,0.499663, 0.176905,0.717297, 0.197585,0.743424, 0.4766,0.895925, 0.769996,0.479263, 0.978733,0.897206, 0.981947,0.985097, 0.986107,0.216056, 0.321577,0.132839, 0.16649,0.546902, 0.133209,0.457704, 0.547211,0.496829, 1.49734,1.5898, 0.468743,0.846332, 
412000,0.731572,0.7526, 0.328581,0.269016, 0.741867,0.48953, 0.202424,0.165812, 0.919336,0.549936, 0.685806,0.94724, 0.656878,0.54678, 0.416095,0.783937, 0.498519,0.816375, 0.563339,0.978251, 0.894388,0.12399, 0.850335,0.417903, 0.169329,0.417693, 0.161512,0.417175, 0.417387,0.962826, 0.420116,0.497322, 0.2488,0.55673, 0.885232,0.883937, 0.184614,0.499668, 0.176972,0.71738, 0.197579,0.743414, 0.4766,0.895922, 0.769881,0.479308, 0.978704,0.897205, 0.981936,0.985083, 0.986105,0.216058, 0.321578,0.132841, 0.166494,0.546906, 0.133213,0.457709, 0.547216,0.496831, 1.49896,1.59167, 0.468743,0.846336, 
413000,0.731576,0.7526, 0.328582,0.269018, 0.741876,0.489529, 0.202425,0.165814, 0.919329,0.549936, 0.685812,0.947237, 0.656897,0.54677, 0.416093,0.783937, 0.498519,0.816376, 0.56334,0.978248, 0.894387,0.123993, 0.850322,0.417914, 0.169357,0.4177, 0.16146,0.417176, 0.417388,0.962822, 0.420117,0.497324, 0.248799,0.556736, 0.885224,0.883924, 0.184616,0.499673, 0.17704,0.717463, 0.197574,0.743404, 0.4766,0.89592, 0.769765,0.479352, 0.978675,0.897204, 0.981926,0.98507, 0.986103,0.216061, 0.321578,0.132843, 0.166499,0.54691, 0.133216,0.457713, 0.547221,0.496832, 1.50059,1.59353, 0.468744,0.84634, 
414000,0.73158,0.752601, 0.328583,0.26902, 0.741884,0.489528, 0.202426,0.165815, 0.919321,0.549937, 0.685817,0.947233, 0.656915,0.546759, 0.416091,0.783936, 0.498518,0.816376, 0.563341,0.978245, 0.894387,0.123996, 0.850309,0.417925, 0.169384,0.417706, 0.161407,0.417177, 0.417389,0.962817, 0.420118,0.497326, 0.248799,0.556742, 0.885215,0.88391, 0.184618,0.499678, 0.177108,0.717546, 0.197568,0.743394, 0.476601,0.895917, 0.769648,0.479397, 0.978647,0.897203, 0.981915,0.985056, 0.986101,0.216063, 0.321579,0.132845, 0.166503,0.546913, 0.13322,0.457718, 0.547227,0.496834, 1.50221,1.5954, 0.468745,0.846344, 
415000,0.731585,0.752602, 0.328584,0.269023, 0.741893,0.489527, 0.202427,0.165817, 0.919313,0.549937, 0.685822,0.947229, 0.656933,0.546749, 0.416089,0.783935, 0.498518,0.816377, 0.563342,0.978241, 0.894386,0.123998, 0.850296,0.417935, 0.169412,0.417712, 0.161354,0.417178, 0.417391,0.962813, 0.42012,0.497329, 0.248798,0.556748, 0.885206,0.883897, 0.18462,0.499683, 0.177176,0.71763, 0.197562,0.743384, 0.476601,0.895915, 0.769531,0.479442, 0.978618,0.897202, 0.981905,0.985042, 0.9861,0.216066, 0.321579,0.132847, 0.166508,0.546917, 0.133224,0.457722, 0.547232,0.496835, 1.50383,1.59727, 0.468746,0.846348, 
416000,0.731589,0.752602, 0.328585,0.269025, 0.741901,0.489526, 0.202428,0.165819, 0.919306,0.549938, 0.685827,0.947225, 0.656952,0.546738, 0.416087,0.783934, 0.498517,0.816378, 0.563343,0.978238, 0.894385,0.124001, 0.850283,0.417946, 0.16944,0.417718, 0.161302,0.417179, 0.417392,0.962808, 0.420121,0.497331, 0.248797,0.556753, 0.885198,0.883883, 0.184623,0.499688, 0.177245,0.717714, 0.197556,0.743374, 0.476601,0.895912, 0.769413,0.479488, 0.978589,0.897202, 0.981894,0.985028, 0.986098,0.216068, 0.32158,0.132849, 0.166512,0.54692, 0.133228,0.457727, 0.547237,0.496837, 1.50545,1.59914, 0.468747,0.846352, 
417000,0.731593,0.752603, 0.328586,0.269027, 0.74191,0.489525, 0.202429,0.16582, 0.919298,0.549938, 0.685832,0.947222, 0.65697,0.546728, 0.416085,0.783933, 0.498517,0.816379, 0.563344,0.978234, 0.894385,0.124004, 0.85027,0.417957, 0.169467,0.417724, 0.161249,0.41718, 0.417394,0.962804, 0.420122,0.497333, 0.248796,0.556759, 0.885189,0.88387, 0.184625,0.499693, 0.177314,0.717799, 0.19755,0.743364, 0.476601,0.895909, 0.769295,0.479533, 0.978559,0.897201, 0.981884,0.985014, 0.986096,0.21607, 0.321581,0.132851, 0.166517,0.546924, 0.133231,0.457731, 0.547243,0.496838, 1.50708,1.601, 0.468748,0.846357, 
418000,0.731597,0.752603, 0.328587,0.269029, 0.741918,0.489524, 0.20243,0.165822, 0.91929,0.549938, 0.685837,0.947218, 0.656989,0.546717, 0.416083,0.783932, 0.498516,0.816379, 0.563344,0.978231, 0.894384,0.124006, 0.850257,0.417968, 0.169495,0.417731, 0.161196,0.417181, 0.417395,0.962799, 0.420124,0.497336, 0.248796,0.556765, 0.88518,0.883857, 0.184627,0.499698, 0.177383,0.717884, 0.197544,0.743354, 0.476602,0.895907, 0.769176,0.479579, 0.97853,0.8972, 0.981873,0.985001, 0.986095,0.216073, 0.321581,0.132853, 0.166522,0.546928, 0.133235,0.457736, 0.547248,0.49684, 1.5087,1.60287, 0.468749,0.846361, 
419000,0.731601,0.752604, 0.328588,0.269031, 0.741927,0.489523, 0.202431,0.165824, 0.919282,0.549939, 0.685842,0.947214, 0.657008,0.546707, 0.416081,0.783931, 0.498516,0.81638, 0.563345,0.978228, 0.894383,0.124009, 0.850244,0.417979, 0.169522,0.417737, 0.161144,0.417181, 0.417396,0.962794, 0.420125,0.497338, 0.248795,0.556771, 0.885172,0.883843, 0.184629,0.499703, 0.177453,0.717969, 0.197538,0.743343, 0.476602,0.895904, 0.769056,0.479625, 0.978501,0.897199, 0.981863,0.984987, 0.986093,0.216075, 0.321582,0.132854, 0.166526,0.546931, 0.133239,0.45774, 0.547253,0.496842, 1.51032,1.60474, 0.46875,0.846365, 
420000,0.731605,0.752604, 0.328589,0.269034, 0.741936,0.489522, 0.202432,0.165825, 0.919275,0.549939, 0.685848,0.94721, 0.657026,0.546696, 0.416079,0.78393, 0.498515,0.816381, 0.563346,0.978224, 0.894382,0.124011, 0.850231,0.41799, 0.16955,0.417743, 0.161091,0.417182, 0.417398,0.96279, 0.420126,0.49734, 0.248794,0.556777, 0.885163,0.88383, 0.184632,0.499708, 0.177523,0.718055, 0.197532,0.743333, 0.476602,0.895902, 0.768935,0.479671, 0.978472,0.897198, 0.981852,0.984973, 0.986091,0.216078, 0.321582,0.132856, 0.166531,0.546935, 0.133242,0.457745, 0.547258,0.496843, 1.51194,1.60661, 0.468751,0.846369, 
421000,0.73161,0.752605, 0.32859,0.269036, 0.741945,0.489521, 0.202433,0.165827, 0.919267,0.549939, 0.685853,0.947207, 0.657045,0.546685, 0.416076,0.783929, 0.498515,0.816381, 0.563347,0.978221, 0.894382,0.124014, 0.850218,0.418001, 0.169578,0.417749, 0.161038,0.417183, 0.417399,0.962785, 0.420128,0.497343, 0.248793,0.556783, 0.885155,0.883816, 0.184634,0.499713, 0.177593,0.718141, 0.197526,0.743323, 0.476602,0.895899, 0.768814,0.479718, 0.978442,0.897197, 0.981841,0.984959, 0.986089,0.21608, 0.321583,0.132858, 0.166535,0.546939, 0.133246,0.457749, 0.547264,0.496845, 1.51357,1.60847, 0.468752,0.846373, 
422000,0.731614,0.752605, 0.328591,0.269038, 0.741954,0.48952, 0.202434,0.165828, 0.919259,0.54994, 0.685858,0.947203, 0.657064,0.546675, 0.416074,0.783928, 0.498514,0.816382, 0.563348,0.978217, 0.894381,0.124017, 0.850204,0.418012, 0.169605,0.417756, 0.160986,0.417184, 0.417401,0.962781, 0.420129,0.497345, 0.248793,0.556788, 0.885146,0.883803, 0.184636,0.499718, 0.177664,0.718228, 0.197519,0.743313, 0.476603,0.895896, 0.768693,0.479765, 0.978413,0.897196, 0.98183,0.984945, 0.986088,0.216083, 0.321584,0.13286, 0.16654,0.546942, 0.13325,0.457754, 0.547269,0.496846, 1.51519,1.61034, 0.468753,0.846377, 
423000,0.731618,0.752606, 0.328592,0.26904, 0.741963,0.489519, 0.202435,0.16583, 0.919251,0.54994, 0.685863,0.947199, 0.657083,0.546664, 0.416072,0.783928, 0.498514,0.816383, 0.563349,0.978214, 0.89438,0.12402, 0.850191,0.418023, 0.169633,0.417762, 0.160933,0.417185, 0.417402,0.962776, 0.42013,0.497347, 0.248792,0.556794, 0.885137,0.883789, 0.184639,0.499723, 0.177735,0.718315, 0.197513,0.743302, 0.476603,0.895894, 0.76857,0.479812, 0.978383,0.897195, 0.98182,0.984931, 0.986086,0.216085, 0.321584,0.132862, 0.166545,0.546946, 0.133254,0.457759, 0.547275,0.496848, 1.51681,1.61221, 0.468754,0.846381, 
424000,0.731622,0.752606, 0.328593,0.269043, 0.741972,0.489518, 0.202436,0.165832, 0.919243,0.54994, 0.685868,0.947195, 0.657101,0.546653, 0.41607,0.783927, 0.498513,0.816384, 0.56335,0.978211, 0.89438,0.124022, 0.850178,0.418034, 0.169661,0.417768, 0.160881,0.417186, 0.417404,0.962772, 0.420132,0.49735, 0.248791,0.5568, 0.885129,0.883776, 0.184641,0.499728, 0.177806,0.718402, 0.197507,0.743292, 0.476603,0.895891, 0.768447,0.479859, 0.978353,0.897194, 0.981809,0.984917, 0.986084,0.216088, 0.321585,0.132864, 0.166549,0.54695, 0.133257,0.457763, 0.54728,0.49685, 1.51843,1.61408, 0.468755,0.846386, 
425000,0.731627,0.752607, 0.328594,0.269045, 0.741981,0.489517, 0.202437,0.165833, 0.919235,0.549941, 0.685874,0.947191, 0.65712,0.546642, 0.416068,0.783926, 0.498513,0.816384, 0.563351,0.978207, 0.894379,0.124025, 0.850165,0.418045, 0.169688,0.417775, 0.160828,0.417187, 0.417405,0.962767, 0.420133,0.497352, 0.24879,0.556806, 0.88512,0.883762, 0.184643,0.499733, 0.177878,0.71849, 0.197501,0.743281, 0.476603,0.895888, 0.768324,0.479906, 0.978324,0.897193, 0.981798,0.984902, 0.986083,0.21609, 0.321585,0.132866, 0.166554,0.546954, 0.133261,0.457768, 0.547285,0.496851, 1.52006,1.61594, 0.468756,0.84639, 
426000,0.731631,0.752607, 0.328595,0.269047, 0.74199,0.489515, 0.202438,0.165835, 0.919227,0.549941, 0.685879,0.947188, 0.657139,0.546632, 0.416066,0.783925, 0.498512,0.816385, 0.563352,0.978204, 0.894378,0.124028, 0.850151,0.418056, 0.169716,0.417781, 0.160775,0.417188, 0.417407,0.962762, 0.420134,0.497354, 0.248789,0.556812, 0.885112,0.883749, 0.184645,0.499738, 0.177949,0.718578, 0.197495,0.743271, 0.476604,0.895886, 0.7682,0.479954, 0.978294,0.897192, 0.981787,0.984888, 0.986081,0.216093, 0.321586,0.132868, 0.166559,0.546957, 0.133265,0.457773, 0.547291,0.496853, 1.52168,1.61781, 0.468757,0.846394, 
427000,0.731635,0.752608, 0.328596,0.269049, 0.741999,0.489514, 0.202439,0.165837, 0.91922,0.549942, 0.685884,0.947184, 0.657158,0.546621, 0.416064,0.783924, 0.498512,0.816386, 0.563353,0.9782, 0.894378,0.12403, 0.850138,0.418067, 0.169743,0.417787, 0.160723,0.417189, 0.417408,0.962758, 0.420136,0.497357, 0.248789,0.556818, 0.885103,0.883735, 0.184648,0.499744, 0.178022,0.718667, 0.197488,0.74326, 0.476604,0.895883, 0.768075,0.480002, 0.978264,0.897191, 0.981777,0.984874, 0.986079,0.216095, 0.321587,0.13287, 0.166563,0.546961, 0.133269,0.457777, 0.547296,0.496854, 1.5233,1.61968, 0.468758,0.846398, 
428000,0.73164,0.752609, 0.328597,0.269052, 0.742008,0.489513, 0.20244,0.165838, 0.919212,0.549942, 0.68589,0.94718, 0.657177,0.54661, 0.416062,0.783923, 0.498511,0.816387, 0.563354,0.978197, 0.894377,0.124033, 0.850125,0.418078, 0.169771,0.417794, 0.16067,0.41719, 0.417409,0.962753, 0.420137,0.497359, 0.248788,0.556824, 0.885094,0.883722, 0.18465,0.499749, 0.178094,0.718756, 0.197482,0.743249, 0.476604,0.895881, 0.767949,0.48005, 0.978234,0.89719, 0.981766,0.98486, 0.986077,0.216098, 0.321587,0.132872, 0.166568,0.546965, 0.133273,0.457782, 0.547302,0.496856, 1.52492,1.62155, 0.468759,0.846402, 
429000,0.731644,0.752609, 0.328598,0.269054, 0.742017,0.489512, 0.202441,0.16584, 0.919204,0.549942, 0.685895,0.947176, 0.657196,0.546599, 0.41606,0.783922, 0.498511,0.816387, 0.563354,0.978193, 0.894376,0.124036, 0.850111,0.41809, 0.169799,0.4178, 0.160618,0.417191, 0.417411,0.962748, 0.420138,0.497361, 0.248787,0.55683, 0.885086,0.883708, 0.184652,0.499754, 0.178167,0.718846, 0.197476,0.743239, 0.476604,0.895878, 0.767822,0.480099, 0.978204,0.897189, 0.981755,0.984846, 0.986075,0.2161, 0.321588,0.132874, 0.166573,0.546968, 0.133276,0.457787, 0.547307,0.496858, 1.52655,1.62341, 0.46876,0.846407, 
430000,0.731648,0.75261, 0.328599,0.269056, 0.742026,0.489511, 0.202442,0.165842, 0.919196,0.549943, 0.6859,0.947172, 0.657216,0.546588, 0.416058,0.783921, 0.49851,0.816388, 0.563355,0.97819, 0.894376,0.124038, 0.850098,0.418101, 0.169826,0.417806, 0.160565,0.417192, 0.417412,0.962744, 0.42014,0.497364, 0.248786,0.556836, 0.885077,0.883695, 0.184655,0.499759, 0.178241,0.718936, 0.197469,0.743228, 0.476605,0.895875, 0.767695,0.480148, 0.978174,0.897188, 0.981744,0.984831, 0.986074,0.216103, 0.321589,0.132876, 0.166577,0.546972, 0.13328,0.457791, 0.547313,0.496859, 1.52817,1.62528, 0.468761,0.846411, 
431000,0.731652,0.75261, 0.3286,0.269059, 0.742036,0.48951, 0.202443,0.165843, 0.919188,0.549943, 0.685906,0.947168, 0.657235,0.546577, 0.416056,0.78392, 0.49851,0.816389, 0.563356,0.978186, 0.894375,0.124041, 0.850084,0.418112, 0.169854,0.417813, 0.160513,0.417193, 0.417414,0.962739, 0.420141,0.497366, 0.248786,0.556842, 0.885069,0.883682, 0.184657,0.499764, 0.178315,0.719026, 0.197463,0.743217, 0.476605,0.895873, 0.767567,0.480197, 0.978144,0.897187, 0.981733,0.984817, 0.986072,0.216105, 0.321589,0.132878, 0.166582,0.546976, 0.133284,0.457796, 0.547318,0.496861, 1.52979,1.62715, 0.468762,0.846415, 
432000,0.731657,0.752611, 0.328601,0.269061, 0.742045,0.489509, 0.202445,0.165845, 0.91918,0.549943, 0.685911,0.947164, 0.657254,0.546566, 0.416053,0.783919, 0.498509,0.816389, 0.563357,0.978183, 0.894374,0.124044, 0.850071,0.418123, 0.169882,0.417819, 0.16046,0.417194, 0.417415,0.962734, 0.420142,0.497369, 0.248785,0.556848, 0.88506,0.883668, 0.184659,0.499769, 0.178389,0.719117, 0.197456,0.743206, 0.476605,0.89587, 0.767439,0.480246, 0.978114,0.897186, 0.981722,0.984803, 0.98607,0.216108, 0.32159,0.13288, 0.166587,0.54698, 0.133288,0.457801, 0.547323,0.496862, 1.53142,1.62901, 0.468763,0.846419, 
433000,0.731661,0.752611, 0.328602,0.269063, 0.742055,0.489507, 0.202446,0.165847, 0.919172,0.549944, 0.685916,0.94716, 0.657273,0.546555, 0.416051,0.783918, 0.498509,0.81639, 0.563358,0.978179, 0.894373,0.124047, 0.850057,0.418135, 0.169909,0.417826, 0.160407,0.417196, 0.417417,0.96273, 0.420144,0.497371, 0.248784,0.556854, 0.885052,0.883655, 0.184662,0.499774, 0.178463,0.719208, 0.19745,0.743195, 0.476606,0.895867, 0.76731,0.480296, 0.978084,0.897185, 0.981711,0.984788, 0.986068,0.21611, 0.32159,0.132882, 0.166592,0.546983, 0.133292,0.457805, 0.547329,0.496864, 1.53304,1.63088, 0.468764,0.846423, 
434000,0.731665,0.752612, 0.328603,0.269065, 0.742064,0.489506, 0.202447,0.165848, 0.919164,0.549944, 0.685922,0.947157, 0.657293,0.546544, 0.416049,0.783917, 0.498508,0.816391, 0.563359,0.978176, 0.894373,0.124049, 0.850044,0.418146, 0.169937,0.417832, 0.160355,0.417197, 0.417418,0.962725, 0.420145,0.497373, 0.248783,0.55686, 0.885043,0.883641, 0.184664,0.49978, 0.178538,0.7193, 0.197443,0.743184, 0.476606,0.895864, 0.76718,0.480346, 0.978053,0.897184, 0.9817,0.984774, 0.986067,0.216113, 0.321591,0.132884, 0.166596,0.546987, 0.133296,0.45781, 0.547335,0.496866, 1.53466,1.63275, 0.468765,0.846428, 
435000,0.73167,0.752612, 0.328604,0.269068, 0.742074,0.489505, 0.202448,0.16585, 0.919155,0.549945, 0.685927,0.947153, 0.657312,0.546533, 0.416047,0.783916, 0.498508,0.816392, 0.56336,0.978172, 0.894372,0.124052, 0.85003,0.418157, 0.169965,0.417838, 0.160302,0.417198, 0.41742,0.96272, 0.420147,0.497376, 0.248782,0.556866, 0.885035,0.883628, 0.184666,0.499785, 0.178613,0.719392, 0.197436,0.743173, 0.476606,0.895862, 0.767049,0.480396, 0.978023,0.897183, 0.981689,0.984759, 0.986065,0.216115, 0.321592,0.132886, 0.166601,0.546991, 0.133299,0.457815, 0.54734,0.496867, 1.53628,1.63462, 0.468765,0.846432, 
